"","ego","ego.birth","ego.mom","ego.survived.frist.year","mom.degree","mom.strength","mom.eigen","mom.obs","matSize","id","HRO2","LifetimeE","LifetimeN","centroid","year","matriline"
"GRA991","CLK08",2008,"GRA99",0,-0.759680753814191,-0.811443199558792,0.114249590776547,16,-0.858085618725138,"GRA99",0.850975221421956,-0.214335264071373,0.110113140153792,4700.02764762242,2008,"130"
"VIO96","CLL01",2001,"VIO96",0,2.1088684477231,1.4899190467256,1.60995355037662,40,-0.79077835504886,"VIO96",0.914125933319758,-0.32383093817531,0.212391718893695,4700.22530533816,2001,"137"
"VIO961","CLL02",2002,"VIO96",1,2.0747190524667,2.5029596799378,2.09139996975103,42,-0.79077835504886,"VIO96",0.770863864210288,-0.511232223719973,0.148752681584527,4699.23074183566,2002,"137"
"VIO962","CLL03",2003,"VIO96",0,1.73322509990274,1.31278238606147,1.66436418838184,45,-0.723471091372581,"VIO96",1.39570817551213,-0.238180648183561,0.345935324098172,4701.26316357292,2003,"137"
"VIO963","CLL04",2004,"VIO96",0,0.674593846954453,1.32900959879666,1.47988725929845,52,-0.79077835504886,"VIO96",0.984539989646618,-0.399599213627991,0.213445683486137,4699.9727562953,2004,"137"
"VIO964","CLL07",2007,"VIO96",1,1.152685380544,1.31078044997148,1.86923392068061,44,-0.588856564020024,"VIO96",0.916028163404991,-0.442435598567211,0.275432088389122,4700.17278448733,2007,"137"
"HIC89","CLO93",1993,"HIC89",1,0.742892637467246,0.53136448270416,-0.446901845522992,42,-0.723471091372581,"HIC89",0.415283412467383,0.335218102859793,0.736417961630215,4705.39942733113,1993,"147"
"HIC891","CLO94",1994,"HIC89",0,-0.691381963301398,-0.649181195503146,-0.909328487031158,39,-0.454242036667467,"HIC89",0.56269106634738,0.371854064157312,0.792841059635451,4705.83945809631,1994,"147"
"HIC892","CLO95",1995,"HIC89",1,-0.179141034455454,-0.611152505669213,-0.690435903957948,38,-0.31962750931491,"HIC89",0.7997725304212,0.033340522366641,0.679190676650275,4704.0502057105,1995,"147"
"HIC893","CLO96",1996,"HIC89",1,-0.725531358557795,-0.530200816489245,-0.764624589977835,42,0.0169088090664825,"HIC89",0.526293914350864,0.227623107380486,0.727250961142572,4704.98124737156,1996,"147"
"HIC894","CLO97",1997,"HIC89",0,-1.34022047317293,-0.784187586917495,-0.980820609564675,26,0.420752391124154,"HIC89",0.517856524670514,0.253669103811927,0.606318042926907,4704.3947878055,1997,"147"
"ZUC01","CLR06",2006,"ZUC01",0,1.59662751887715,1.63232449061344,2.03090232756655,42,-0.31962750931491,"ZUC01",0.790275940453533,-0.457779420652967,-0.138477657958364,4697.80914538336,2006,"140"
"ZUC011","CLR07",2007,"ZUC01",0,1.28928296156959,1.43237201700482,1.81056539910479,44,-0.386934772991189,"ZUC01",0.884644575200868,-0.617373401116545,0.299188043483619,4699.7087523957,2007,"140"
"ZUC012","CLR09",2009,"ZUC01",0,0.401398684903283,0.261552631862364,0.445960286371328,34,-0.31962750931491,"ZUC01",0.658193812386327,-0.431022068828338,-0.14313001997608,4697.87443163709,2009,"140"
"ZUC013","CLR11",2011,"ZUC01",0,0.162352918108509,0.0425302319072969,0.804455278046449,33,-0.31962750931491,"ZUC01",1.20857560566307,-0.287841919876555,0.235365785380255,4700.47634753362,2011,"140"
"ZUC014","CLR13",2013,"ZUC01",0,0.298950499134094,0.762305396176889,1.70894215646207,45,-0.858085618725138,"ZUC01",0.832348507470895,-0.626208021953454,0.0520199819105787,4698.29841350148,2013,"140"
"ZUC015","CLR16",2016,"ZUC01",0,1.25513356631319,2.02816944389997,1.94567169308291,36,-0.992700146077695,"ZUC01",0.882367788742294,-0.452226079390062,0.0190667636409438,4698.70782707629,2016,"140"
"CCO87","CLT00",2000,"CCO87",0,0.913639613749227,2.58623191289865,1.97421253008749,28,-1.12731467343025,"CCO87",0.339825361498172,-1.01200175979526,0.412664470002692,4698.99639402995,2000,"142"
"CCO871","CLT93",1993,"CCO87",0,2.00642026195391,1.62300742619781,0.726093100633741,34,-1.26192920078281,"CCO87",-0.197432667254917,-1.03689669129839,0.431984812412125,4699.01936733924,1993,"142"
"CCO872","CLT94",1994,"CCO87",0,0.811191427980038,1.14671011115016,0.378949388710283,34,-1.26192920078281,"CCO87",0.0147844963670693,-1.24295683093474,0.371982384552962,4697.9814683298,1994,"142"
"CCO873","CLT95",1995,"CCO87",1,-0.179141034455454,0.199267829463159,0.570257239498973,33,-1.26192920078281,"CCO87",0.34720338923137,-0.965828692220871,0.376979592113206,4698.95461650449,1995,"142"
"CCO874","CLT96",1996,"CCO87",1,0.298950499134094,1.0683932804028,1.69645668687052,39,-1.12731467343025,"CCO87",-7.66766627859863e-05,-1.20287003342409,0.498588186180925,4698.8251749583,1996,"142"
"CCO875","CLT97",1997,"CCO87",1,-0.21329042971185,0.797122936107849,1.53741631539281,23,-1.06000740975397,"CCO87",-0.0693231436846455,-1.28884823363417,0.321325480480338,4697.54206747963,1997,"142"
"CCO876","CLT98",1998,"CCO87",0,1.46002993785157,1.88529312248014,2.01605003672087,34,-1.06000740975397,"CCO87",0.536247556025681,-1.02636329366784,0.391642584826058,4698.83002113728,1998,"142"
"FRO93","CLU97",1997,"FRO93",0,-0.998726520608965,-0.392003741512766,-0.93460144831568,27,-1.32923646445909,"FRO93",0.300206729515615,0.171066193337815,0.834763520481095,4705.38869837085,1997,"150"
"KNO02","CLV06",2006,"KNO02",1,-1.6134156352241,-1.4062316970164,-0.505200223338364,3,1.02651776421066,NA,NA,NA,NA,NA,NA,"143"
"STI94","CLW00",2000,"STI94",1,0.298950499134094,2.34184106827353,1.88315797744755,24,0.757288709505546,"STI94",0.0123068734567624,-1.14991391373108,0.606020173512175,4699.60570891416,2000,"143"
"STI941","CLW01",2001,"STI94",0,0.572145661185264,1.08217758889212,1.50769697859432,28,0.891903236858103,"STI94",0.143567777422369,-1.27518955249206,0.424091625045644,4698.16250922143,2001,"143"
"STI942","CLW04",2004,"STI94",0,0.196502313364905,-0.126638689853431,0.263811046216367,13,1.09382502788694,"STI94",0.413311291154086,-0.985696876800044,0.562006567403648,4699.92005378083,2004,"143"
"STI943","CLW06",2006,"STI94",1,-0.486485591763021,-0.345628952213629,0.34684547271986,12,1.02651776421066,"STI94",-0.3294857011088,-1.59559551896287,0.443878070487044,4697.18014053919,2006,"143"
"STI944","CLW07",2007,"STI94",0,-0.793830149070587,-0.612073325783102,-0.0309252752099187,12,1.56497587362089,"STI94",-0.191769156731179,-1.46753408866024,0.775383055534597,4699.46808838332,2007,"143"
"STI945","CLW10",2010,"STI94",0,-1.85246140201887,-1.90827795393893,-0.574128006773377,2,1.09382502788694,NA,NA,NA,NA,NA,NA,"143"
"STI946","CLW97",1997,"STI94",0,-1.10117470637815,0.0843830052715314,0.57215494777415,5,0.353445127447875,NA,NA,NA,NA,NA,NA,"143"
"STI947","CLW98",1998,"STI94",0,1.35758175208238,1.7036427983224,1.91851286288696,31,0.622674182152989,"STI94",0.425844542720078,-0.903117186657778,0.349301294823054,4699.01395851893,1998,"143"
"STI948","CLW99",1999,"STI94",0,2.51866119079985,2.35964414938229,0.956800167873847,36,0.689981445829267,"STI94",-0.0537991641971521,-1.31685140943098,0.427303625788234,4698.03834280222,1999,"143"
"HED12","CMB16",2016,"HED12",0,-0.349888010737436,-0.946321288754478,-0.622433022041659,46,0.218830600095318,"HED12",0.438694741770699,0.436906452496524,0.823549077759886,4706.23281815479,2016,"147"
"CLT97","CMR01",2001,"CLT97",0,1.49417933310796,2.10361002584256,2.28275524135367,38,-1.19462193710653,"CLT97",0.377259544697742,-1.08916272410269,0.635107316777142,4699.97534712665,2001,"142"
"CLT971","CMR02",2002,"CLT97",1,1.35758175208238,1.69070232960712,1.48076543945723,37,-1.19462193710653,"CLT97",0.616727589345792,-0.944055586007227,0.439518978509749,4699.37810607417,2002,"142"
"CLT972","CMR04",2004,"CLT97",0,0.674593846954453,1.7190048990768,2.15165389694168,36,-0.992700146077695,"CLT97",0.00609837574573907,-1.28267981478739,0.629552525321303,4699.28427036806,2004,"142"
"CLT973","CMR05",2005,"CLT97",1,-0.0766928486862653,0.85098256069175,1.46228930562536,26,-0.992700146077695,"CLT97",0.209241201655976,-1.31986882251942,0.555428795255718,4698.74351156379,2005,"142"
"CLT974","CMR11",2011,"CLT97",0,-0.58893377753221,0.110372224300963,1.53595420290607,28,-1.06000740975397,"CLT97",0.193023551923201,-1.33087662068197,0.5277759361261,4698.55154990706,2011,"142"
"MLN00","CMT05",2005,"MLN00",0,0.98193840426202,0.237635951328698,0.110491290952598,29,1.69959040097345,"MLN00",0.613680887954696,-0.337695486180733,-0.947595421209361,4693.70055877339,2005,"147"
"MLN001","CMT06",2006,"MLN00",1,0.572145661185264,-0.32201505089642,-0.25368093345306,30,1.834204928326,"MLN00",0.168919487767139,0.071181392648312,-1.07599092855691,4694.3782074643,2006,"147"
"MLN002","CMT08",2008,"MLN00",1,-0.452336196506624,-1.12065846888599,-0.621785524399444,16,2.64189209244134,"MLN00",0.00219088298816779,-0.227394518079946,-1.17269565519131,4692.81980231046,2008,"147"
"MLN003","CMT10",2010,"MLN00",1,-1.34022047317293,-1.7002406133856,-1.0389624077557,16,2.30535577405995,"MLN00",-2.32688602267401,0.398172425143751,-2.58059720240106,4687.09168971571,2010,"147"
"MLN004","CMT11",2011,"MLN00",1,-1.85246140201887,-2.05277426938389,-1.08237634212898,21,2.17074124670739,"MLN00",-2.81371146010863,0.191039525878021,-2.94677983259561,4684.34039808776,2011,"147"
"MLN005","CMT14",2014,"MLN00",0,-1.95490958778806,-1.90693341234991,-1.03079436662904,9,0.689981445829267,"MLN00",-3.30181893387084,0.508464720222188,-2.81410126705282,4686.16397603922,2014,"147"
"TIN98","CND02",2002,"TIN98",1,1.46002993785157,1.61765143362307,1.48031196425514,37,-0.656163827696303,"TIN98",0.26452622551268,-1.1021315121904,-0.246851417704762,4695.00618768122,2002,"140"
"TIN981","CND03",2003,"TIN98",1,1.35758175208238,1.47447574988953,1.8074429079324,42,-0.454242036667467,"TIN98",1.05619449860746,-0.632459525884412,0.0255118555381126,4698.12906714093,2003,"140"
"TIN982","CND04",2004,"TIN98",1,1.08438659003121,1.10098345654335,1.0539223481957,42,-0.386934772991189,"TIN98",0.9899796154225,-0.585348960310835,0.00298932180540357,4698.16398681675,2004,"140"
"TIN983","CND07",2007,"TIN98",1,1.32343235682598,0.444663065205868,0.824491730402539,43,-0.386934772991189,"TIN98",0.80199495322552,-0.663252982140594,0.0192433614314744,4697.98903143446,2007,"140"
"TIN984","CND08",2008,"TIN98",1,0.913639613749227,0.294608611712623,0.652672727829111,40,-0.386934772991189,"TIN98",0.491657364934343,-0.700114411911672,0.0731883432920112,4698.16453540183,2008,"140"
"TIN985","CND13",2013,"TIN98",1,0.879490218492831,0.985306440364238,1.91343441878975,61,-0.858085618725138,"TIN98",0.613113025172812,-0.615638963432899,0.0418195757038367,4698.27750316216,2013,"140"
"TIN986","CND14",2014,"TIN98",0,0.708743242210849,0.0115827467217732,0.538852482450702,49,-0.79077835504886,"TIN98",0.986868566856749,-0.646568103232049,0.154775930293041,4698.80276530384,2014,"140"
"TIN987","CND15",2015,"TIN98",1,0.98193840426202,0.692430858673432,1.41108909107679,45,-0.992700146077695,"TIN98",1.00699267843585,-0.662883124295371,0.160617723200246,4698.77973817972,2015,"140"
"TUS01","CNE04",2004,"TUS01",0,-0.930427730096173,-1.57663080877704,-0.847857755823113,10,-1.19462193710653,"TUS01",0.420185857106876,-0.0582586889914379,-0.848489858475109,4695.20708967322,2004,"135"
"TUS011","CNE05",2005,"TUS01",0,-1.23777228740374,-1.26353660949752,-0.882248009156103,24,-1.26192920078281,"TUS01",-0.356073792114233,-0.331085372334883,-1.56356448959707,4690.28348666187,2005,"135"
"BEA00","CNK09",2009,"BEA00",0,-1.95490958778806,-1.94210481757869,-1.09189521068031,7,-1.32923646445909,"BEA00",-2.36988752086039,2.77492078371195,0.220470544694531,4710.83980520921,2009,"155"
"BEA001","CNK16",2016,"BEA00",0,-1.75001321624968,-1.80136928034748,-1.07515419896311,12,-1.53115825548792,"BEA00",-2.14827400796456,2.78392321561996,0.52924653916273,4712.59473987661,2016,"155"
"CRD96","CNM99",1999,"CRD96",0,-1.98905898304446,-2.05884023802813,-1.08592439361448,1,0.622674182152989,NA,NA,NA,NA,NA,NA,"133"
"RUM01","CNN04",2004,"RUM01",0,0.196502313364905,0.520548783728351,0.964088580904197,18,1.09382502788694,"RUM01",0.406712728617064,-1.40269440172253,0.518018425219381,4698.25210331709,2004,"143"
"RUM011","CNN06",2006,"RUM01",1,0.947789009005623,1.75661687920531,2.28275524135367,38,1.02651776421066,"RUM01",0.377499172512443,-1.18890670941889,0.643491447811882,4699.68195266639,2006,"143"
"RUM012","CNN08",2008,"RUM01",0,0.0257553370829236,0.408325976498965,1.72638919343381,32,1.63228313729717,"RUM01",0.264889916770924,-1.18859032968512,0.486784973778249,4698.80797089294,2008,"143"
"RUM013","CNN09",2009,"RUM01",0,-0.349888010737436,0.340043938851452,2.23478167703787,33,1.2284395552395,"RUM01",-0.0501146856827383,-1.1347517384061,0.692247299278123,4700.13892371193,2009,"143"
"RUM014","CNN11",2011,"RUM01",0,-0.384037405993832,0.170271339084683,1.64925688849374,36,0.891903236858103,"RUM01",0.250847641830278,-1.43044941744845,0.501188463114531,4698.06345524259,2011,"143"
"GLI06","CNT10",2010,"GLI06",1,-0.418186801250228,-0.179065899397014,-0.584413804826838,28,-0.386934772991189,"GLI06",-0.281394482792541,-0.720409016011243,-1.2830916593552,4690.52174255017,2010,"138"
"OVA97","COF01",2001,"OVA97",1,-0.349888010737436,-0.862537222438756,-0.66712239040873,23,-0.252320245638632,"OVA97",-1.38852115572752,-0.154253726969375,-2.12352793478137,4687.75975486827,2001,"130"
"APA10","COM14",2014,"APA10",1,0.503846870672472,0.0347862997142602,0.856731750902349,44,0.689981445829267,"APA10",0.918469674934957,-0.963500946959303,0.228802728619284,4698.13512519905,2014,"147"
"APA101","COM16",2016,"APA10",0,0.60629505644166,-0.144909701277763,0.25363389159567,27,0.218830600095318,"APA10",0.85995483896179,-0.946190262679797,-0.0660507086253159,4696.54768532804,2016,"147"
"APA102","COM17",2017,"APA10",0,0.264801103877698,0.632471930390828,1.20005494783729,29,-0.252320245638632,"APA10",0.380718848555955,-1.06012948979355,0.135512210291843,4697.28459806193,2017,"147"
"ANK91","COO95",1995,"ANK91",0,-0.281589220224643,-0.704466301830914,-0.706953151494651,37,-0.252320245638632,"ANK91",0.815167611502792,0.380064710409288,0.658042765160425,4705.11473945166,1995,"144"
"ANK911","COO96",1996,"ANK91",0,0.435548080159679,-0.057161458569251,-0.566266807175548,37,0.15152333641904,"ANK91",0.56106303656909,0.116438596190285,0.640124571903664,4704.11549293061,1996,"144"
"ANK912","COO97",1997,"ANK91",1,-0.623083172788606,-0.731492966208712,-0.841841028344255,30,0.286137863771597,"ANK91",0.50473796686115,-0.0317149917794234,0.774854735904532,4704.36250630501,1997,"144"
"ANK913","COO98",1998,"ANK91",1,-0.384037405993832,-0.958006450395785,-0.760190382836173,29,0.55536691847671,"ANK91",0.906408025837561,0.00246053426213109,0.607291760875942,4703.54338957837,1998,"144"
"ANK914","COO99",1999,"ANK91",0,-1.27192168266014,-1.38174727045603,-1.02386524957048,13,0.55536691847671,"ANK91",0.514600901063932,0.185319092397672,0.667229306669686,4704.50178909391,1999,"144"
"FIL90","COQ94",1994,"FIL90",1,-1.81831200676248,-1.65236545289209,-1.0317287712019,6,0.084216072742761,"FIL90",-1.07781825190834,-0.766860038097083,-2.49609817655164,4683.58978406355,1994,"130"
"FIL901","COQ95",1995,"FIL90",0,-2.5012999118904,-2.20037248088877,-1.09561750551854,1,0.0169088090664825,NA,NA,NA,NA,NA,NA,"130"
"CUC84","COU94",1994,"CUC84",0,1.1185359852876,2.72802179590442,2.24655138615685,37,-0.656163827696303,"CUC84",0.106863559128815,-0.922576515020388,0.246685115874318,4698.37456904068,1994,"140"
"CUC841","COU95",1995,"CUC84",0,-0.042543453429869,0.911741310280007,1.98970130931564,36,-0.656163827696303,"CUC84",0.992696000822597,-0.528888366696883,-0.0129578333443129,4698.26751548053,1995,"140"
"CUC842","COU96",1996,"CUC84",0,0.503846870672472,1.42792708259455,2.21519717990093,41,-0.656163827696303,"CUC84",0.0948127852429781,-0.563737642861311,0.256864153162272,4699.65535626073,1996,"140"
"CAF96","CPP99",1999,"CAF96",1,-1.44266865894212,-1.55684056912338,-1.05918484052344,8,-0.050398454609796,"CAF96",-2.28842077922791,-0.43586272288394,-2.64569594845989,4683.88340193732,1999,"130"
"PEP93","CPS00",2000,"PEP93",1,-0.793830149070587,-0.735341593003191,-1.02458924384711,14,0.15152333641904,"PEP93",-1.60467693428474,-0.198985919426826,-2.1914184993114,4687.22807384013,2000,"133"
"PEP931","CPS97",1997,"PEP93",1,0.162352918108509,0.478207238078937,-0.34812454602354,21,0.622674182152989,"PEP93",-0.280506449482915,0.041071673866505,-1.72924887800954,4690.627665441,1997,"133"
"PEP932","CPS99",1999,"PEP93",0,0.401398684903283,-0.738900623778019,-0.859606130933371,17,0.622674182152989,"PEP93",-1.74078014874452,0.543463999127534,-2.01122977122434,4690.76664908356,1999,"133"
"MOU03","CPY06",2006,"MOU03",1,0.0599047323393199,-1.2623814389795,-0.78628273714221,22,1.834204928326,"MOU03",0.477531558691686,0.92008179461483,0.848191163496808,4708.01846158107,2006,"147"
"MOU031","CPY08",2008,"MOU03",0,-0.554784382275813,-0.955879892918389,-0.879556270376609,35,2.64189209244134,"MOU03",0.281630922100036,0.77077187570396,0.921752942168611,4707.91996195328,2008,"147"
"MOU032","CPY09",2009,"MOU03",1,-0.418186801250228,-0.412367325797949,-0.884680329201441,37,2.30535577405995,"MOU03",-0.284349954157563,1.10119091861229,1.04602670398359,4709.74092694933,2009,"147"
"MOU033","CPY12",2012,"MOU03",0,0.572145661185264,-0.478076458249005,-0.719361128578386,56,1.56497587362089,"MOU03",0.694531137115831,0.715382655627346,0.748098233179776,4706.76133632277,2012,"147"
"MOU034","CPY13",2013,"MOU03",0,0.572145661185264,-0.267772782094254,-0.506169841170035,59,1.63228313729717,"MOU03",0.374635057502056,1.09675533573387,0.657713550399102,4707.55742757296,2013,"147"
"MOU035","CPY18",2018,"MOU03",0,0.401398684903283,0.234198078648196,1.4832134801005,52,-1.53115825548792,"MOU03",0.20307520729557,0.969820034963202,0.810354016579538,4707.97682590208,2018,"147"
"MOC84","CRB93",1993,"MOC84",0,0.0599047323393199,-0.0768989984944669,-0.884427158015021,45,-1.32923646445909,"MOC84",-0.417919149497241,2.04057296371714,0.564357323404847,4710.25534261956,1993,"158"
"MOC841","CRB95",1995,"MOC84",1,-1.27192168266014,-1.18892232024989,-1.04592890030933,38,-1.26192920078281,"MOC84",-0.414040329040532,1.93345638623218,0.485579732623491,4709.45008363022,1995,"158"
"MOC842","CRB97",1997,"MOC84",1,-1.51096744945491,-1.51798866534378,-1.09426699017549,24,-1.26192920078281,"MOC84",-1.71664739682606,2.6753414818891,0.522551549158115,4712.18699819276,1997,"158"
"FIN93","CRD96",1996,"FIN93",1,-2.29640354035202,-2.0581306401332,-1.08956824987061,1,0.488059654800432,NA,NA,NA,NA,NA,NA,"133"
"OCH96","CRM01",2001,"OCH96",1,0.503846870672472,0.435908345896167,0.603105390897527,30,0.084216072742761,"OCH96",0.536278777700885,-0.732096653442383,-0.44290958965664,4695.1735184676,2001,"138"
"OCH961","CRM05",2005,"OCH96",1,0.674593846954453,0.328547380490307,0.234237503890055,33,0.0169088090664825,"OCH96",0.647178393336207,-0.361260132611598,-0.918974783483512,4693.78000304782,2005,"138"
"OCH962","CRM07",2007,"OCH96",1,-0.486485591763021,-0.477660703544811,-0.691827066570623,33,-0.117705718286075,"OCH96",-1.00249786368037,-0.377749494955866,-1.87797120586355,4688.36865111802,2007,"138"
"OCH963","CRM99",1999,"OCH96",1,0.811191427980038,0.834801168142591,-0.357023170895791,23,-0.050398454609796,"OCH96",0.742093659458988,-0.574997515808827,-0.285317165647675,4696.58936866755,1999,"138"
"LMS06","CRX10",2010,"LMS06",0,0.60629505644166,-0.154749098203725,-0.06788651818918,31,1.09382502788694,"LMS06",0.791573876373925,-0.611244871986089,-0.043822185564405,4697.81426063862,2010,"143"
"LMS061","CRX12",2012,"LMS06",1,0.264801103877698,0.162760532293396,-0.00302468098048989,37,0.757288709505546,"LMS06",0.564810364419638,-0.665295062564383,-0.374720674601366,4695.78214098508,2012,"143"
"WAL03","CSH07",2007,"WAL03",0,-0.418186801250228,-0.36625129178297,-0.624863598732651,40,2.50727756508879,"WAL03",0.285846112414071,0.526514525387397,0.841830949080981,4706.64054549632,2007,"147"
"WAL031","CSH08",2008,"WAL03",0,-0.0766928486862653,-0.547804786923626,-0.441478600879798,34,2.64189209244134,"WAL03",0.565306777801472,0.309968509554128,0.712827780077154,4705.1815753038,2008,"147"
"WAL032","CSH09",2009,"WAL03",1,0.0940541275957162,-0.627284194694044,-0.762932071755788,37,2.30535577405995,"WAL03",0.515316577589467,0.974091459199375,0.874721218154848,4708.35082646385,2009,"147"
"WAL033","CSH11",2011,"WAL03",0,-0.110842243942662,-0.519956317679899,-0.514247465613831,46,2.17074124670739,"WAL03",0.69801982636032,0.731679722837202,0.725467168006167,4706.69054963258,2011,"147"
"WAL034","CSH12",2012,"WAL03",0,0.367249289646886,-0.592729913627391,-0.76635614241691,46,1.56497587362089,"WAL03",0.764032838091361,0.733034326995106,0.635389176905691,4706.19216761863,2012,"147"
"WAL035","CSH13",2013,"WAL03",0,0.196502313364905,-0.537244405425,-0.565644101466105,48,1.63228313729717,"WAL03",0.262730187299304,0.875305188567809,0.915072407652385,4708.23920511936,2013,"147"
"WAL036","CSH14",2014,"WAL03",0,0.0940541275957162,-0.433240353026769,-0.376840509434225,47,0.689981445829267,"WAL03",0.85523947299836,0.28285552495717,0.916241621546978,4706.22497529369,2014,"147"
"WAL037","CSH15",2015,"WAL03",0,0.537996265928868,-0.674033239603826,-0.323261201919693,45,0.55536691847671,"WAL03",0.720659839482695,0.420295187800464,0.878950279804928,4706.48552410616,2015,"147"
"WAL038","CSH16",2016,"WAL03",0,0.572145661185264,-0.273300538051475,-0.127272815009044,39,0.218830600095318,"WAL03",0.833411217811481,0.318967944266898,0.74883192391453,4705.41332093823,2016,"147"
"ANK89","CSK01",2001,"ANK89",0,-0.691381963301398,-0.424171388211034,-0.733322447835407,35,0.286137863771597,"ANK89",0.610318315608774,0.381370180067468,0.87892789419236,4706.3526316177,2001,"144"
"ANK891","CSK03",2003,"ANK89",0,-0.281589220224643,-0.706354778583095,-0.565517161365587,30,0.286137863771597,"ANK89",0.196144165500644,0.453299365593174,0.929958974380718,4706.88293294956,2003,"144"
"ANK892","CSK93",1993,"ANK89",1,0.913639613749227,0.436676834444253,-0.3838711026762,39,-0.454242036667467,"ANK89",0.592861929759748,0.187467215564356,0.736228375603396,4704.89441208799,1993,"144"
"ANK893","CSK94",1994,"ANK89",0,0.503846870672472,-0.379628225426071,-0.828608580463993,43,-0.252320245638632,"ANK89",0.508515625613905,0.565205990663088,0.733539271893963,4706.16780742125,1994,"144"
"ANK894","CSK95",1995,"ANK89",1,-0.725531358557795,-0.853600116054544,-0.852363694610363,45,-0.252320245638632,"ANK89",0.397903929343271,0.334642095296086,0.869325710241643,4706.13962965501,1995,"144"
"ANK895","CSK97",1997,"ANK89",1,-1.30607107791653,-0.962897547642328,-0.993856435878737,27,0.286137863771597,"ANK89",-0.0929967797302839,0.55223915559159,0.898211074810362,4707.04311935293,1997,"144"
"ANK896","CSK98",1998,"ANK89",1,-0.86212893958338,-0.947691669103969,-0.882401198824648,33,0.55536691847671,"ANK89",0.231374236437522,0.601604142561701,1.0249033538254,4707.91895541957,1998,"144"
"ANK897","CSK99",1999,"ANK89",1,0.0257553370829236,-0.379684756637357,-0.941305778723245,46,0.55536691847671,"ANK89",0.597388394844863,0.421910164629502,0.884536476805997,4706.52222630492,1999,"144"
"UMB80","CUC93",1993,"UMB80",0,1.46002993785157,2.47606944255789,2.05866922918303,42,-0.723471091372581,"UMB80",0.0817124167950891,-0.609679340071835,0.318695261968783,4699.84392550335,1993,"140"
"UMB801","CUC94",1994,"UMB80",0,1.22098417105679,2.75439090940559,2.23654473485863,39,-0.656163827696303,"UMB80",0.448119510177735,-0.679569022036392,0.283998221230679,4699.41179114024,1994,"140"
"CRC91","CUM00",2000,"CRC91",1,-1.06702531112176,-0.525638240267665,-1.0548456821541,18,0.15152333641904,"CRC91",-3.20573766683125,-0.270922333171517,-2.81070468915114,4683.52456799796,2000,"133"
"CRC911","CUM02",2002,"CRC91",0,-1.44266865894212,-1.41872602179478,-1.02388795590253,18,-0.521549300343746,"CRC91",-3.37773584785913,-0.51260285387574,-2.79324327389813,4682.79773710508,2002,"133"
"CRC912","CUM95",1995,"CRC91",1,-0.110842243942662,0.178086938586324,-0.119868462550344,20,0.286137863771597,"CRC91",-0.39379056144583,-0.60472531565918,-1.65799375707271,4688.82284076859,1995,"133"
"CRC913","CUM97",1997,"CRC91",1,-1.20362289214734,-0.328615396253005,-0.733275698720666,16,0.622674182152989,"CRC91",-1.54057336468346,-0.569044808046716,-2.33113146841896,4685.18568944061,1997,"133"
"CRC914","CUM98",1998,"CRC91",1,-0.042543453429869,-0.782804484653058,-0.742302800497747,26,0.622674182152989,"CRC91",-1.63321218114424,-0.713307601525258,-2.16416131495622,4685.6260043028,1998,"133"
"AZU05","CYA09",2009,"AZU05",0,-1.34022047317293,-1.20676598365055,-0.927070839550853,16,-0.185012981962353,"AZU05",-1.36793847105441,-0.303864775694019,-2.2505088474165,4686.54038245333,2009,"138"
"AZU051","CYA10",2010,"AZU05",0,-1.78416261150608,-1.54723017140973,-1.06022574681579,16,-0.386934772991189,"AZU05",-2.86099171791468,-0.541158151227753,-2.48505067309248,4684.42131015839,2010,"138"
"AZU052","CYA12",2012,"AZU05",0,-1.98905898304446,-1.73381090659157,-1.07876699591299,10,-0.386934772991189,"AZU05",-3.56065828520235,-1.20531242797474,-2.75764724137381,4680.63377742716,2012,"138"
"MRG03","DAI08",2008,"MRG03",0,0.0257553370829236,-0.314312728796646,0.298353512494599,14,-0.925392882401417,"MRG03",0.889097758203004,0.0298419703026541,-0.0317121809265693,4700.0685369074,2008,"139"
"MRG031","DAI12",2012,"MRG03",1,0.128203522852112,-1.00921357975054,-0.58675562640506,26,-1.12731467343025,"MRG03",1.14106414974252,-0.0166039383983735,0.166200584928141,4701.01527670645,2012,"139"
"MRG032","DAI14",2014,"MRG03",0,0.298950499134094,-0.754267846627931,-0.168606379960331,19,-1.06000740975397,"MRG03",1.38915333142509,-0.188085686395364,-0.0324321150823811,4699.32119750445,2014,"139"
"SOX08","DAK13",2013,"SOX08",0,0.879490218492831,0.619085676570545,1.59787125714023,53,1.63228313729717,"SOX08",0.404577254068801,-0.835999154619772,-0.000790337954313965,4697.28794990205,2013,"147"
"SOX081","DAK14",2014,"SOX08",0,0.913639613749227,0.332113813678828,0.906065553956755,51,0.689981445829267,"SOX08",1.15173079121175,-0.573519618229526,0.18605299919145,4699.22657649677,2014,"147"
"BUC82","DAN93",1993,"BUC82",0,0.845340823236434,0.540236768610873,-0.486194324464313,40,-0.454242036667467,"BUC82",0.501466717168254,0.601812145219269,0.90657230522736,4707.25889528919,1993,"144"
"BUC821","DAN94",1994,"BUC82",0,0.469697475416075,-0.0795091510672236,-0.901375478275784,44,-0.252320245638632,"BUC82",0.281467698507794,0.911897700161429,0.915940209309156,4708.36886267365,1994,"144"
