"id","lifespan","censoring","strength","eigen","degree","matSize","LRS","LBS","sum_degree","sum_strength","sum_eigen","meanE","meanN","sumHRO","meanHRO"
"SEP84",12,1,-1.06246537038009,-1.0810737194552,-1.64981342190028,-1.28946420370255,2,7,-1.15491854843508,-0.964093196485953,-0.884854337352525,2.43489383324328,-0.0299838532628807,-1.30681253529043,-2.25026678690573
"SEQ01",16,1,0.539929698174734,1.47762843088318,0.770154524988507,1.93114762307012,7,12,1.40448230058321,1.24355177975908,2.22327236066721,-1.13176587223734,0.309911630109115,1.32292968776021,0.387281342532624
"SEQ96",15,1,1.00566511403293,1.30095234320529,1.23325801257672,2.1965526201569,5,6,1.58713356545516,1.44014066937978,1.80237236667794,-0.906385251359321,-0.0285135848016606,1.22011110469593,0.648881575459572
"SEQ99",14,1,0.672894459892211,1.29731885927813,1.16748188715038,2.39136521574702,2,7,1.30859038652543,0.967773316132049,1.59121187498075,-0.987766606861462,-0.0138280079609099,1.00908515960683,0.681401422715855
"SES89",7,1,2.30204873678955,2.09161738824671,1.24489000107317,-0.554574170564608,2,3,-0.237095942453499,0.106294099411117,0.48443796171015,-0.439863959095343,0.0105362936939336,-0.758241008559924,0.92878544643879
"SIE82",11,1,-0.661005608507145,-1.10094893773735,-2.15386625674641,-0.523953752517194,1,3,-1.36953378465963,-1.28532386555268,-0.893716279137326,NA,NA,NA,NA
"SKA82",11,1,-2.14642049256806,-1.09156578330641,-2.00985116107609,-1.51911733905815,0,3,-1.36040122141603,-1.37983791247833,-0.892906349606397,NA,NA,NA,NA
"SKI94",8,1,0.146640794188992,-0.837783710992416,-0.194232276375251,-0.687991706342623,0,3,-0.417464066514556,-0.252174371185999,-0.734280021594752,1.02477407160848,0.961317604715811,-0.543924434682377,-0.341573057172294
"SLA03",9,1,-1.82717749588318,-1.08277009114618,-1.92241342441911,-1.333207658056,0,4,-1.18459937897677,-1.13130578116893,-0.882306139885189,2.84785439797724,0.0194134252420384,-1.21786160712037,-3.73818990139506
"SLA07",11,1,-1.59869163189631,-1.07464919860827,-1.78182725959808,-1.5063588315384,0,6,-1.15948483005688,-1.08211368031721,-0.879740458452288,2.8981384988873,-0.0731556456267824,-1.10668004507887,-3.17783920129785
"SLL09",5,1,-0.334960496070621,-0.144480961102073,0.270387853703999,-0.804640917951826,0,2,-0.880941651127145,-0.998611439822077,-0.645894753368182,-0.201068151921292,0.325758112387183,-0.964525266431547,1.19996195997665
"SLO01",13,1,0.17980051657426,0.602621626219983,1.05046962191824,2.36410840422755,2,6,1.0026495178649,0.425541421796178,0.724519532738987,-0.492078227651887,0.121662121483884,0.94353309596829,1.11975177379535
"SLO05",13,1,0.325423858871607,0.765188288441067,0.932639089097067,1.41765911912566,2,4,0.920456448672524,0.52746443812348,0.878875187429483,-0.460439401487136,0.213700916175703,0.93293814914897,1.09062552909326
"SME84",16,1,1.02398820770251,1.0138022793873,1.18998424584886,-1.33730860690163,2,6,0.422731751896443,0.358043598449993,0.567099497853813,-0.473618919736681,-0.0344584680929707,0.137805672412843,0.790057059618277
"SPI97",4,1,-0.0449518829739517,-0.615182814221348,0.510413013154536,0.318107743786695,0,0,-1.20058136465307,-1.24612557061935,-0.851786208449934,-0.513074809274761,-1.3618907016984,-1.47556572588934,0.39160572681036
"SQU01",5,1,-1.41012910833539,-0.605294368988063,-0.869731653686042,1.28775431528814,0,2,-1.09784002816259,-1.20384407434658,-0.765223404529592,NA,NA,NA,NA
"SQU95",6,1,-0.96408817153988,-0.48645247025664,-0.461688882620133,0.987929388573878,0,2,-0.899206777614341,-1.02574869299914,-0.68133627833499,-0.522803288913533,-0.714201117294439,-1.46654022730351,0.664534674295753
"SRL91",16,1,0.0370407258023021,-0.247865902818905,0.281531878964202,-0.0865192089827073,4,9,0.970685546512312,0.795581980745344,0.138109681911307,-0.46190856470178,-1.99849038039623,0.926401287484926,-0.469213318565982
"SSK06",9,1,-0.589785938974157,-0.355069189639937,1.07618660328794,-1.1582338406422,2,5,0.146471713777609,-0.580176130786258,-0.442613371418581,0.537617894361594,0.27825759333429,-0.0314912447466192,1.04624128947731
"STA97",12,1,-0.109300241717092,-0.68153320459258,0.15397565137049,0.218591385132599,2,7,0.217249078915492,0.0758556140016314,-0.531048381694603,0.568084673558617,0.852511338192778,0.400484696813279,0.201834543986526
"STI02",15,1,-0.493167840199154,0.499781373082721,-0.857730395713516,1.22976109928925,4,10,-0.328421574889477,-0.0454748571402528,0.626873592392682,-1.36471137479912,0.420732225462863,0.0525178297019333,-0.264595459608298
